"GameName","AchievementName","AchievementPageURL","Gamerscore","TAScore","TARatio","DLCName","Unachieveable",
"PAYDAY 2: Crimewave Edition","Stick a Fork in Me, I'm Done","https://www.trueachievements.com/a235472/stick-a-fork-in-me-im-done-achievement","20","121","6.07","The Butcher's BBQ Pack","",
"The Elder Scrolls Online","Protector of the Faith","https://www.trueachievements.com/a207280/protector-of-the-faith-achievement","10","60","6.08","Imperial City","",
"Trove","Pearls of Power","https://www.trueachievements.com/a227220/pearls-of-power-achievement","50","304","6.08","","",
"Injustice 2","I Voted","https://www.trueachievements.com/a233234/i-voted-achievement","15","91","6.08","","",
"Monster Hunter: World","Sweet Melody","https://www.trueachievements.com/a282228/sweet-melody-achievement","30","182","6.08","Iceborne","",
"Gears of War 4","Torque Bow Mastery","https://www.trueachievements.com/a253700/torque-bow-mastery-achievement","30","182","6.09","June Update","True",
"Lonely Mountains: Downhill","Nightrider","https://www.trueachievements.com/a311237/nightrider-achievement","50","304","6.09","Eldfjall Island","",
"Dauntless","Test Your Mettle","https://www.trueachievements.com/a348569/test-your-mettle-achievement","20","121","6.09","Ostigaard Justice","True",
"Grand Theft Auto V (Xbox One)","Numero Uno","https://www.trueachievements.com/a195124/numero-uno-achievement","20","121","6.09","","",
"Gears 5","Cool Off, Baby!","https://www.trueachievements.com/a307303/cool-off-baby-achievement","10","61","6.1","August 2020 Update","",
"Golf With Your Friends (Windows)","Paaarrrrrrr!","https://www.trueachievements.com/a303437/paaarrrrrrr-achievement","30","183","6.1","","",
"PAYDAY 2: Crimewave Edition","Commando Crew","https://www.trueachievements.com/a235458/commando-crew-achievement","20","122","6.1","The Point Break Heists","",
"Deep Rock Galactic","Party Time!","https://www.trueachievements.com/a296502/party-time-achievement","10","61","6.11","","",
"Gears of War 4","A Scout Always Pays Their Debts","https://www.trueachievements.com/a235366/a-scout-always-pays-their-debts-achievement","25","152","6.11","Rise of the Horde","",
"The Good Life","Giving and Taking, Ad Infinitum","https://www.trueachievements.com/a341118/giving-and-taking-ad-infinitum-achievement","65","397","6.11","","",
"Halo: The Master Chief Collection","Déjà Vu","https://www.trueachievements.com/a201880/deja-vu-achievement","20","122","6.11","Halo 3: ODST","",
"Dead Cells","Lilibet","https://www.trueachievements.com/a349992/lilibet-achievement","100","612","6.12","The Queen and the Sea","",
"Gears 5","Break Them. Brutalize Them.","https://www.trueachievements.com/a315319/break-them-brutalize-them-achievement","5","30","6.13","Operation 5: Hollow Storm","",
"Gears 5","A Nice Present For You","https://www.trueachievements.com/a303641/a-nice-present-for-you-achievement","10","61","6.13","Operation 4: Brothers in Arms","",
"PUBG: Battlegrounds","Nade King Expert","https://www.trueachievements.com/a259167/nade-king-expert-achievement","25","153","6.13","","True",
"Cities: Skylines","Prison Break","https://www.trueachievements.com/a232963/prison-break-achievement","30","184","6.14","","",
"Gears 5","Batista Bomb","https://www.trueachievements.com/a314319/batista-bomb-achievement","5","30","6.14","Campaign Update","",
"Sea of Thieves","Legen… Wait for it… Dary!","https://www.trueachievements.com/a298448/legen-wait-for-it-dary-achievement","30","184","6.14","Ships of Fortune","",
"Gems of War","Ranks for the Memories","https://www.trueachievements.com/a420311/ranks-for-the-memories-achievement","25","153","6.15","Title Update 41 - Patch 7.3","",
"Paladins: Champions of the Realm","Last One Standing","https://www.trueachievements.com/a227183/last-one-standing-achievement","25","153","6.15","","",
"Starlit Kart Racing","This kart is the bomb!","https://www.trueachievements.com/a367995/this-kart-is-the-bomb-achievement","10","61","6.15","","",
"Halo: The Master Chief Collection","Overachiever","https://www.trueachievements.com/a193158/overachiever-achievement","20","123","6.17","","",
"TT Isle of Man Ride on the Edge","Now you’re playing with power","https://www.trueachievements.com/a249158/now-youre-playing-with-power-achievement","20","123","6.17","","",
"PUBG: Battlegrounds","Fury Road","https://www.trueachievements.com/a259179/fury-road-achievement","25","154","6.17","","True",
"The Elder Scrolls Online","Feast of Shadows Delver","https://www.trueachievements.com/a588813/feast-of-shadows-delver-achievement","100","617","6.17","Feast of Shadows","",
"Terraria","Feast of Midas","https://www.trueachievements.com/a371713/feast-of-midas-achievement","25","154","6.18","Labor of Love","",
"Dead Cells","Infiltration","https://www.trueachievements.com/a349998/infiltration-achievement","10","61","6.18","The Queen and the Sea","",
"PAYDAY 2: Crimewave Edition","Big Bada Boom","https://www.trueachievements.com/a201142/big-bada-boom-achievement","15","92","6.19","","",
"Deep Rock Galactic","Like A Well-Oiled Machine","https://www.trueachievements.com/a296535/like-a-welloiled-machine-achievement","10","61","6.19","","",
"Gears of War 4","Better Than Bacon","https://www.trueachievements.com/a245170/better-than-bacon-achievement","20","124","6.2","December Update","",
"Hot Wheels Unleashed","It’s over 9000","https://www.trueachievements.com/a340697/its-over-9000-achievement","10","62","6.2","","",
"Gunfire Reborn","Crab Buffet","https://www.trueachievements.com/a374991/crab-buffet-achievement","20","124","6.21","","",
"Sea of Thieves","Hunter of the Noble Voyage","https://www.trueachievements.com/a467939/hunter-of-the-noble-voyage-achievement","40","248","6.21","Season 15","",
"PAYDAY 2: Crimewave Edition","I'm a Swinger","https://www.trueachievements.com/a201132/im-a-swinger-achievement","15","93","6.22","","",
"Tom Clancy's Rainbow Six Extraction","Defused","https://www.trueachievements.com/a330337/defused-achievement","15","93","6.23","","",
"Halo: The Master Chief Collection","That Just Happened","https://www.trueachievements.com/a193190/that-just-happened-achievement","10","62","6.23","","",
"The Good Life","The Greenest of Thumbs","https://www.trueachievements.com/a341099/the-greenest-of-thumbs-achievement","15","93","6.23","","",
"Forza Motorsport 6","Real Deal","https://www.trueachievements.com/a205258/real-deal-achievement","25","155","6.23","","True",
"Overwatch 2","Surgical Strike","https://www.trueachievements.com/a295315/surgical-strike-achievement","15","93","6.24","Overwatch Archives 2020","True",
"The Elder Scrolls Online","Craglorn Completist","https://www.trueachievements.com/a201492/craglorn-completist-achievement","100","624","6.24","","",
"World War Z","Veteran","https://www.trueachievements.com/a271401/veteran-achievement","20","125","6.25","","",
"The Elder Scrolls Online","Magma Masher","https://www.trueachievements.com/a239351/magma-masher-achievement","30","187","6.25","Horns of the Reach","",
"Tom Clancy's Rainbow Six Extraction","It's All Connected","https://www.trueachievements.com/a330365/its-all-connected-achievement","50","312","6.25","","",
"Starlit Kart Racing","Talk about a HOT Rod!","https://www.trueachievements.com/a367998/talk-about-a-hot-rod-achievement","10","62","6.26","","",
"Gears of War 4","Judge, Jury and Executioner","https://www.trueachievements.com/a263449/judge-jury-and-executioner-achievement","50","313","6.26","November Update","",
"Injustice 2","Only A Real Master","https://www.trueachievements.com/a233278/only-a-real-master-achievement","15","94","6.26","","",
"Call of Duty","BO7 - Soul Stealer","https://www.trueachievements.com/a605020/bo7--soul-stealer-achievement","10","62","6.26","Call of Duty: Black Ops 7","",
"Sea of Thieves","Master Hunter Of Villainous Skulls","https://www.trueachievements.com/a249786/master-hunter-of-villainous-skulls-achievement","50","313","6.27","","",
"The Elder Scrolls Online","Ebonheart Pact Conqueror","https://www.trueachievements.com/a201485/ebonheart-pact-conqueror-achievement","20","125","6.28","","",
"Batman: Arkham Knight","Brutality 101","https://www.trueachievements.com/a201905/brutality-101-achievement","5","31","6.28","","",
"Starlit Kart Racing","Ready to fly!","https://www.trueachievements.com/a368000/ready-to-fly-achievement","10","62","6.28","","",
"Gems of War","Mimic Menagerie","https://www.trueachievements.com/a354142/mimic-menagerie-achievement","10","62","6.28","Title Update 30 - Patch 6.2","",
"Gears of War 4","Getting Competitive","https://www.trueachievements.com/a249394/getting-competitive-achievement","50","314","6.28","March Update","True",
"Halo: The Master Chief Collection","Airborne","https://www.trueachievements.com/a196949/airborne-achievement","10","62","6.28","Title Update 2","",
"Batman: Arkham Knight","The Big Leagues","https://www.trueachievements.com/a210118/the-big-leagues-achievement","20","125","6.29","Title Update","",
"Sea of Thieves","Title Fight","https://www.trueachievements.com/a432375/title-fight-achievement","40","252","6.3","Season 12","",
"Microsoft Flight Simulator","Flights of Fancy","https://www.trueachievements.com/a306550/flights-of-fancy-achievement","30","189","6.3","","",
"World War Z","Owner","https://www.trueachievements.com/a271403/owner-achievement","35","220","6.31","","",
"Dead by Daylight","Adept Oni","https://www.trueachievements.com/a289111/adept-oni-achievement","20","126","6.32","Cursed Legacy","",
"Forza Horizon 2","Yes We Can","https://www.trueachievements.com/a190169/yes-we-can-achievement","30","189","6.32","","True",
"The Elder Scrolls Online","Daggerfall Covenant Conqueror","https://www.trueachievements.com/a201487/daggerfall-covenant-conqueror-achievement","20","126","6.32","","",
"Gears 5","What's This Thing Doing Here?","https://www.trueachievements.com/a303623/whats-this-thing-doing-here-achievement","5","31","6.32","Operation 4: Brothers in Arms","",
"Batman: Arkham Knight","Higher Learning","https://www.trueachievements.com/a210123/higher-learning-achievement","20","126","6.32","Title Update","",
"Halo: The Master Chief Collection","Arcade Owner","https://www.trueachievements.com/a193252/arcade-owner-achievement","20","126","6.32","","",
"Tom Clancy's Rainbow Six Extraction","Major Flex","https://www.trueachievements.com/a330366/major-flex-achievement","50","316","6.33","","",
"Overwatch 2","Stand By Me","https://www.trueachievements.com/a270301/stand-by-me-achievement","15","94","6.33","Baptiste","",
"Rare Replay","And the Kitchen Sink","https://www.trueachievements.com/a202796/and-the-kitchen-sink-achievement","30","189","6.33","","",
"Aliens: Fireteam Elite","A Stand Up Fight","https://www.trueachievements.com/a331552/a-stand-up-fight-achievement","15","94","6.33","","",
"Sea of Thieves","The Lair of LeChuck","https://www.trueachievements.com/a407015/the-lair-of-lechuck-achievement","10","63","6.33","The Legend of Monkey Island - The Lair of LeChuck","",
"Gems of War","Delved Too Deep","https://www.trueachievements.com/a360609/delved-too-deep-achievement","10","63","6.34","Title Update 31 - Patch 6.3","",
"For Honor","Hooligan","https://www.trueachievements.com/a229447/hooligan-achievement","10","63","6.34","","",
"Lonely Mountains: Downhill","Now we're a familiy!","https://www.trueachievements.com/a284989/now-were-a-familiy-achievement","10","63","6.34","","",
"Terraria","In the Hallow","https://www.trueachievements.com/a194971/in-the-hallow-achievement","25","158","6.34","","",
"Gems of War","Time After Time","https://www.trueachievements.com/a410441/time-after-time-achievement","15","95","6.34","Title Update 40 - Patch 7.2","",
"Styx: Shards of Darkness","All Along The Gobtower","https://www.trueachievements.com/a231107/all-along-the-gobtower-achievement","100","634","6.34","","",
"Dead Cells","Me, jealous?","https://www.trueachievements.com/a349983/me-jealous-achievement","20","127","6.35","Fatal Falls","",
"Microsoft Flight Simulator","Road Trip","https://www.trueachievements.com/a306540/road-trip-achievement","20","127","6.35","","",
"Golf With Your Friends (Windows)","Targeted destruction","https://www.trueachievements.com/a303440/targeted-destruction-achievement","30","190","6.35","","",
"Sea of Thieves","Sacrifice of Siren Song","https://www.trueachievements.com/a413590/sacrifice-of-siren-song-achievement","15","95","6.35","The Skull of Siren Song","",
"Gears of War 4","I Like Em Crispy","https://www.trueachievements.com/a245169/i-like-em-crispy-achievement","20","127","6.36","December Update","",
"Forza Motorsport 6","Showstopper","https://www.trueachievements.com/a205268/showstopper-achievement","40","254","6.36","","",
"Halo: The Master Chief Collection","Devotee","https://www.trueachievements.com/a193448/devotee-achievement","20","127","6.36","","",
"PAYDAY 2: Crimewave Edition","A Rendezvous with Destiny","https://www.trueachievements.com/a244467/a-rendezvous-with-destiny-achievement","40","254","6.36","John Wick Heists","",
"Halo: The Master Chief Collection","Left Behind","https://www.trueachievements.com/a288681/left-behind-achievement","10","63","6.36","Halo Reach: Campaign","",
"Halo: The Master Chief Collection","Mortardom","https://www.trueachievements.com/a193436/mortardom-achievement","10","63","6.36","","",
"Halo: The Master Chief Collection","Nice Work Dawg!","https://www.trueachievements.com/a196936/nice-work-dawg-achievement","5","31","6.37","Title Update 2","",
"Styx: Shards of Darkness","Oh My Gob!","https://www.trueachievements.com/a231125/oh-my-gob-achievement","100","637","6.37","","",
"Halo: The Master Chief Collection","Look Out for the Little Guys","https://www.trueachievements.com/a193191/look-out-for-the-little-guys-achievement","10","63","6.38","","",
"Trove","Starting Spelunker","https://www.trueachievements.com/a254611/starting-spelunker-achievement","25","159","6.38","Geode","",
"Project Winter","Poisoner","https://www.trueachievements.com/a319316/poisoner-achievement","10","63","6.39","","",
"theHunter: Call of the Wild","This Is Not A Zombie Game","https://www.trueachievements.com/a240215/this-is-not-a-zombie-game-achievement","30","191","6.39","","",
"Batman: Arkham Knight","Acts of Violence","https://www.trueachievements.com/a210119/acts-of-violence-achievement","20","127","6.39","Title Update","",
"Aliens: Fireteam Elite","High Voltage","https://www.trueachievements.com/a331572/high-voltage-achievement","15","96","6.4","","",
"Forza Horizon 2","Team Player","https://www.trueachievements.com/a190170/team-player-achievement","30","192","6.4","","True",
"Sea of Thieves","Hot-Headed","https://www.trueachievements.com/a386979/hotheaded-achievement","15","96","6.4","Season Nine","",
"Halo: The Master Chief Collection","Connoisseur","https://www.trueachievements.com/a193296/connoisseur-achievement","20","128","6.4","","",
"Mirror's Edge Catalyst","Peak Performer","https://www.trueachievements.com/a216736/peak-performer-achievement","70","448","6.4","","",
"Dauntless","Slayer Supreme","https://www.trueachievements.com/a274838/slayer-supreme-achievement","200","1282","6.41","","True",
"Sea of Thieves","Tribute Seat","https://www.trueachievements.com/a348438/tribute-seat-achievement","15","96","6.41","Season Five","",
"Aliens: Fireteam Elite","Trigger Discipline","https://www.trueachievements.com/a331585/trigger-discipline-achievement","35","224","6.42","","",
"Ryse: Son of Rome","Son Of Vulcan","https://www.trueachievements.com/a181869/son-of-vulcan-achievement","10","64","6.43","","",
"PAYDAY 2: Crimewave Edition","$1.8M Speedrun","https://www.trueachievements.com/a235479/18m-speedrun-achievement","40","257","6.44","Butcher's Mod Pack","",
"Gears of War 4","Nothing Is Over!","https://www.trueachievements.com/a235367/nothing-is-over-achievement","25","161","6.44","Rise of the Horde","",
"Gems of War","Gnomeo and Dragonet","https://www.trueachievements.com/a379539/gnomeo-and-dragonet-achievement","15","96","6.44","Title Update 35 - Patch 6.7","",
"Sea of Thieves","Sweltering Sword","https://www.trueachievements.com/a441189/sweltering-sword-achievement","5","32","6.44","Season 13","",
"Dead by Daylight","Adept Blight","https://www.trueachievements.com/a308881/adept-blight-achievement","20","129","6.45","Descend Beyond","",
"PAYDAY 2: Crimewave Edition","Hedgehog","https://www.trueachievements.com/a235466/hedgehog-achievement","40","258","6.45","The Butcher's Western Pack","",
"Knockout City","Wreck 'Em!","https://www.trueachievements.com/a328210/wreck-em-achievement","10","64","6.45","","True",
"Astroneer","The Wanderer's Way","https://www.trueachievements.com/a283807/the-wanderers-way-achievement","50","322","6.45","The Wanderer Update","",
"Batman: Arkham Knight","Relentless","https://www.trueachievements.com/a210120/relentless-achievement","20","129","6.45","Title Update","",
"Friday the 13th: The Game","That's A Good Boy","https://www.trueachievements.com/a234654/thats-a-good-boy-achievement","50","323","6.46","","True",
"Astroneer","Secrets of the Universe","https://www.trueachievements.com/a268042/secrets-of-the-universe-achievement","25","161","6.46","","",
"You Suck at Parking","No spot left unparked","https://www.trueachievements.com/a368995/no-spot-left-unparked-achievement","50","323","6.46","","",
"Dauntless","Timeless Fashion","https://www.trueachievements.com/a348563/timeless-fashion-achievement","20","129","6.46","Infinite Radiance","True",
"DOOM Eternal","Weapons Expert","https://www.trueachievements.com/a295531/weapons-expert-achievement","10","64","6.46","","",
"Sniper Elite 4","Variety is the Spice of Death","https://www.trueachievements.com/a229529/variety-is-the-spice-of-death-achievement","25","161","6.46","","",
"Rare Replay","The Only Ghoul In The World","https://www.trueachievements.com/a202772/the-only-ghoul-in-the-world-achievement","20","129","6.46","","",
"Knockout City","Stylin' and Profilin'","https://www.trueachievements.com/a328192/stylin-and-profilin-achievement","20","129","6.47","","True",
"For Honor","Loyalty and Righteousness","https://www.trueachievements.com/a261943/loyalty-and-righteousness-achievement","100","647","6.47","Marching Fire Title Update","",
"Cities: Skylines","Higher Learning","https://www.trueachievements.com/a283942/higher-learning-achievement","40","259","6.47","Campus","",
"Call of Duty: Black Ops 4","Gat Trick","https://www.trueachievements.com/a261517/gat-trick-achievement","15","97","6.47","","",
"Overwatch 2","Storm Warning","https://www.trueachievements.com/a271968/storm-warning-achievement","15","97","6.47","Storm Rising","True",
"theHunter: Call of the Wild","Call Of The Wild","https://www.trueachievements.com/a240198/call-of-the-wild-achievement","20","129","6.48","","",
"Golf With Your Friends (Windows)","Scientific Precision","https://www.trueachievements.com/a303439/scientific-precision-achievement","30","194","6.48","","",
"Overwatch 2","Glass Cannon","https://www.trueachievements.com/a295314/glass-cannon-achievement","15","97","6.48","Overwatch Archives 2020","True",
"Halo: The Master Chief Collection","Keep Your Foot on the Pedrogas","https://www.trueachievements.com/a288676/keep-your-foot-on-the-pedrogas-achievement","30","194","6.48","Halo Reach: Campaign","",
"The Elder Scrolls Online","Aldmeri Dominion Conqueror","https://www.trueachievements.com/a201486/aldmeri-dominion-conqueror-achievement","20","129","6.48","","",
"Aerial_Knight's Never Yield","Full Mix","https://www.trueachievements.com/a353679/full-mix-achievement","50","324","6.48","Da Update","",
"Lonely Mountains: Downhill","Ride it like you stole it","https://www.trueachievements.com/a285016/ride-it-like-you-stole-it-achievement","10","64","6.49","","",
"Dauntless","Mushroom Zap","https://www.trueachievements.com/a348556/mushroom-zap-achievement","20","129","6.49","Untamed Wilds","True",
"Ryse: Son of Rome","Simply The Best","https://www.trueachievements.com/a181882/simply-the-best-achievement","20","129","6.49","","",
"Deep Rock Galactic","Time Well Spent","https://www.trueachievements.com/a296506/time-well-spent-achievement","10","64","6.49","","",
"Batman: Arkham Knight","Shock and Awe","https://www.trueachievements.com/a210121/shock-and-awe-achievement","20","130","6.5","Title Update","",
"DOOM Eternal","Truce between Demons","https://www.trueachievements.com/a295532/truce-between-demons-achievement","20","130","6.5","","",
"Golf With Your Friends (Windows)","Your Ancestors would be proud","https://www.trueachievements.com/a303438/your-ancestors-would-be-proud-achievement","30","195","6.5","","",
"Hot Wheels Unleashed","Terror of the road","https://www.trueachievements.com/a340716/terror-of-the-road-achievement","30","195","6.5","","",
"Rare Replay","Don't Want Any Trouble","https://www.trueachievements.com/a202778/dont-want-any-trouble-achievement","30","195","6.5","","",
"Relicta","Almost like Patel","https://www.trueachievements.com/a326182/almost-like-patel-achievement","15","97","6.5","Ice Queen","",
"Cities: Skylines","Garbage Collection Issues","https://www.trueachievements.com/a370401/garbage-collection-issues-achievement","50","325","6.51","Plazas & Promenades","",
"Forza Horizon 5","Give Me Five!","https://www.trueachievements.com/a408470/give-me-five-achievement","20","130","6.51","Día de Muertos","",
"Relicta","Master collector","https://www.trueachievements.com/a305289/master-collector-achievement","90","586","6.51","","",
"theHunter: Call of the Wild","Art Critic","https://www.trueachievements.com/a249335/art-critic-achievement","40","260","6.51","Medved-Taiga","",
"Headbangers: Rhythm Royale","The Goodfeather","https://www.trueachievements.com/a410602/the-goodfeather-achievement","30","195","6.51","","",
"Dead Cells","Can you stop moving please?!","https://www.trueachievements.com/a384729/can-you-stop-moving-please-achievement","10","65","6.52","Return to Castlevania","",
"Dead Cells","Knowledge is power","https://www.trueachievements.com/a384731/knowledge-is-power-achievement","20","130","6.52","Return to Castlevania","",
"Headbangers: Rhythm Royale","High Roller","https://www.trueachievements.com/a410615/high-roller-achievement","15","97","6.52","","",
"Astroneer","Baby You're a Firework","https://www.trueachievements.com/a268066/baby-youre-a-firework-achievement","10","65","6.52","","",
"The Good Life","Orion Incarnate","https://www.trueachievements.com/a341108/orion-incarnate-achievement","15","98","6.53","","",
"Cities: Skylines","Medic!","https://www.trueachievements.com/a232935/medic-achievement","80","522","6.53","","",
"Sea of Thieves","Banisher of the Spectral Flame","https://www.trueachievements.com/a301537/banisher-of-the-spectral-flame-achievement","10","65","6.53","Haunted Shores","",
"Knockout City","Point Guard","https://www.trueachievements.com/a328182/point-guard-achievement","50","326","6.53","","True",
"Trove","Completely Classy","https://www.trueachievements.com/a227231/completely-classy-achievement","50","326","6.53","","",
"Gears of War 4","I’ve Got You In My Sights","https://www.trueachievements.com/a235365/ive-got-you-in-my-sights-achievement","25","163","6.54","Rise of the Horde","",
"Monster Hunter: World","Celestial Illusion","https://www.trueachievements.com/a282230/celestial-illusion-achievement","30","196","6.55","Iceborne","",
"Injustice 2","Winning Is Fun","https://www.trueachievements.com/a233225/winning-is-fun-achievement","15","98","6.55","","",
"Gears of War 4","You. Shall Not. Pass!","https://www.trueachievements.com/a235361/you-shall-not-pass-achievement","25","163","6.55","Rise of the Horde","",
"Dead Cells","Long live the Queen","https://www.trueachievements.com/a349993/long-live-the-queen-achievement","10","65","6.57","The Queen and the Sea","",
"Sea of Thieves","Smugglers' Riches","https://www.trueachievements.com/a584512/smugglers-riches-achievement","30","197","6.57","Season 17","",
"Call of Duty","BO7 - Checking Boxes","https://www.trueachievements.com/a605039/bo7--checking-boxes-achievement","10","65","6.57","Call of Duty: Black Ops 7","",
"Batman: Arkham Knight","Vengeance Unlimited","https://www.trueachievements.com/a210124/vengeance-unlimited-achievement","20","131","6.57","Title Update","",
"Gems of War","I have many Leather-Bound Books","https://www.trueachievements.com/a295136/i-have-many-leatherbound-books-achievement","50","328","6.57","Title Update 18 - Patch 4.8","",
"For Honor","Lore Master","https://www.trueachievements.com/a229448/lore-master-achievement","10","65","6.58","","",
"Mirror's Edge Catalyst","P.I. Connors","https://www.trueachievements.com/a216730/pi-connors-achievement","35","230","6.58","","",
"Mirror's Edge Catalyst","Story Teller","https://www.trueachievements.com/a216731/story-teller-achievement","35","230","6.59","","",
"PAYDAY 2: Crimewave Edition","Not Invited","https://www.trueachievements.com/a235469/not-invited-achievement","40","264","6.6","The Butcher's BBQ Pack","",
"Dead Cells","Take that, sucker!","https://www.trueachievements.com/a349968/take-that-sucker-achievement","50","330","6.6","The Bad Seed","",
"Red Dead Redemption 2","Best in the West","https://www.trueachievements.com/a262344/best-in-the-west-achievement","100","660","6.6","","",
"Injustice: Gods Among Us","Over The Top!","https://www.trueachievements.com/a175650/over-the-top-achievement","10","66","6.6","","",
"theHunter: Call of the Wild","Sandy Murray Arc","https://www.trueachievements.com/a277122/sandy-murray-arc-achievement","40","264","6.6","Yukon Valley","",
"Halo: The Master Chief Collection","No Easy Way Out","https://www.trueachievements.com/a196935/no-easy-way-out-achievement","10","66","6.61","Title Update 2","",
"PAYDAY 2: Crimewave Edition","Sound of Silence","https://www.trueachievements.com/a235462/sound-of-silence-achievement","20","132","6.61","The Alesso Heist","",
"Spelunky 2","VIP","https://www.trueachievements.com/a351184/vip-achievement","30","198","6.62","","",
"Forza Motorsport 6","Cashing In","https://www.trueachievements.com/a205262/cashing-in-achievement","20","132","6.62","","True",
"Starlit Kart Racing","Muuuuuuuuuuuuuuu!","https://www.trueachievements.com/a368002/muuuuuuuuuuuuuuu-achievement","10","66","6.62","","",
"Injustice: Gods Among Us","Breaking Records","https://www.trueachievements.com/a175649/breaking-records-achievement","10","66","6.63","","",
"Batman: Arkham Knight","Motherlode","https://www.trueachievements.com/a210122/motherlode-achievement","20","132","6.63","Title Update","",
"Overwatch 2","Hardened Defenders","https://www.trueachievements.com/a261417/hardened-defenders-achievement","15","99","6.64","Halloween Terror 2018","",
"Starlit Kart Racing","Music to may ears!","https://www.trueachievements.com/a368005/music-to-may-ears-achievement","10","66","6.64","","",
"Project Winter","Double Agent","https://www.trueachievements.com/a319314/double-agent-achievement","80","531","6.64","","",
"Forza Horizon 5","Leaving Tracks","https://www.trueachievements.com/a408471/leaving-tracks-achievement","20","133","6.65","Día de Muertos","",
"Dead Cells","Full house","https://www.trueachievements.com/a349994/full-house-achievement","10","66","6.65","The Queen and the Sea","",
"Golf With Your Friends","That was a rocky road","https://www.trueachievements.com/a298204/that-was-a-rocky-road-achievement","30","199","6.65","","",
"Gears 5","Stop 'Em Cold","https://www.trueachievements.com/a296417/stop-em-cold-achievement","5","33","6.66","Operation 3: Gridiron","",
"Red Dead Redemption 2","It's Art","https://www.trueachievements.com/a262359/its-art-achievement","10","66","6.67","","",
"Fallout 76","The House Always Wins","https://www.trueachievements.com/a411065/the-house-always-wins-achievement","30","200","6.67","Atlantic City - Boardwalk Paradise","",
"Dauntless","Forged In Flame","https://www.trueachievements.com/a348549/forged-in-flame-achievement","20","133","6.67","Scorched Earth","True",
"theHunter: Call of the Wild","Dr. Mariana Luna Arc","https://www.trueachievements.com/a265954/dr-mariana-luna-arc-achievement","40","267","6.67","Parque Fernando","",
"Halo: The Master Chief Collection","Bros to the Close","https://www.trueachievements.com/a193422/bros-to-the-close-achievement","10","66","6.68","","",
"Starlit Kart Racing","Did I Win!?","https://www.trueachievements.com/a368006/did-i-win-achievement","10","66","6.68","","",
"TT Isle of Man Ride on the Edge","Toilet break","https://www.trueachievements.com/a249179/toilet-break-achievement","10","66","6.69","","",
"Dead Cells","Dodge Death!","https://www.trueachievements.com/a384724/dodge-death-achievement","50","334","6.69","Return to Castlevania","",
"Sable","The Angler Mask","https://www.trueachievements.com/a378571/the-angler-mask-achievement","30","200","6.69","Title Update","",
"Sea of Thieves","Mêlée Island Investigator","https://www.trueachievements.com/a398908/melee-island-investigator-achievement","30","201","6.7","The Legend of Monkey Island - The Journey to Mêlée Island","",
"Forza Horizon 2","All Your Race Are Belong To Us 2.0","https://www.trueachievements.com/a190154/all-your-race-are-belong-to-us-20-achievement","50","335","6.7","","",
"Spacelines from the Far Out","Fashionista","https://www.trueachievements.com/a361456/fashionista-achievement","30","201","6.7","","",
"Gears of War 4","I've Got The Codes","https://www.trueachievements.com/a263457/ive-got-the-codes-achievement","15","100","6.7","November Update","",
"Relicta","Senior researcher","https://www.trueachievements.com/a305292/senior-researcher-achievement","90","603","6.7","","",
"Golf With Your Friends (Windows)","Blacklight Boss","https://www.trueachievements.com/a312506/blacklight-boss-achievement","30","201","6.71","The Deep","",
"Headbangers: Rhythm Royale","Lieutenant Headbanger","https://www.trueachievements.com/a410613/lieutenant-headbanger-achievement","30","201","6.72","","",
"Injustice 2","Don't Stop Me Now","https://www.trueachievements.com/a233226/dont-stop-me-now-achievement","15","100","6.72","","",
"Brawlhalla","Dribbling off Your Face","https://www.trueachievements.com/a379814/dribbling-off-your-face-achievement","15","100","6.72","Patch 7.02","",
"Cooking Simulator","Cowabunga!","https://www.trueachievements.com/a339183/cowabunga-achievement","20","134","6.72","Pizza","",
"Starlit Kart Racing","Look at this beauty!","https://www.trueachievements.com/a368003/look-at-this-beauty-achievement","10","67","6.72","","",
"Hot Wheels Unleashed","Unbridled luxury","https://www.trueachievements.com/a340700/unbridled-luxury-achievement","30","201","6.72","","",
"theHunter: Call of the Wild","Shady Dealings","https://www.trueachievements.com/a290004/shady-dealings-achievement","40","269","6.73","Cuatro Colinas Game Reserve","",
"Sea of Thieves","Seeker of Lost Souls","https://www.trueachievements.com/a249781/seeker-of-lost-souls-achievement","10","67","6.73","","",
"Halo: The Master Chief Collection","Planting A Flag","https://www.trueachievements.com/a196944/planting-a-flag-achievement","10","67","6.73","Title Update 2","",
"Gears of War 4","In and Out","https://www.trueachievements.com/a249399/in-and-out-achievement","50","336","6.73","March Update","",
"Cities: Skylines","Totally in Motion","https://www.trueachievements.com/a258506/totally-in-motion-achievement","50","336","6.73","Mass Transit","",
"Gears of War 4","Turn It Up To 11","https://www.trueachievements.com/a263448/turn-it-up-to-11-achievement","100","675","6.75","November Update","",
"NBA 2K21 (Xbox One)","Bling Bling!","https://www.trueachievements.com/a308346/bling-bling-achievement","15","101","6.75","","True",
"PAYDAY 2: Crimewave Edition","Thalassophobia","https://www.trueachievements.com/a244464/thalassophobia-achievement","20","135","6.76","John Wick Heists","",
"Dauntless","...And Stay Down!","https://www.trueachievements.com/a348548/and-stay-down-achievement","20","135","6.76","Stormchasers","True",
"Rare Replay","1-Upmanship","https://www.trueachievements.com/a202809/1upmanship-achievement","30","203","6.77","","",
