"GameName","AchievementName","AchievementPageURL","Gamerscore","TAScore","TARatio","DLCName","UnlockDate",
"Rocket League","Rider's Block","https://www.trueachievements.com/a212796/riders-block-achievement","25","34","1.36","","2021-01-12T01:38:25.000Z",
"Rocket League","Perfect Start","https://www.trueachievements.com/a212773/perfect-start-achievement","10","16","1.65","","2021-01-12T00:58:57.000Z",
"Rocket League","Drill Sergeant","https://www.trueachievements.com/a212799/drill-sergeant-achievement","25","46","1.84","","2021-01-11T19:00:21.000Z",
"Rocket League","Know the Drill","https://www.trueachievements.com/a212765/know-the-drill-achievement","10","13","1.39","","2021-01-11T18:51:52.000Z",
"Rocket League","The Streak","https://www.trueachievements.com/a212797/the-streak-achievement","25","38","1.53","","2021-01-11T18:46:59.000Z",
"Rocket League","Brave the Elements","https://www.trueachievements.com/a231673/brave-the-elements-achievement","25","36","1.44","Dropshot","2021-01-11T18:38:31.000Z",
"Rocket League","Friendly","https://www.trueachievements.com/a212764/friendly-achievement","10","13","1.3","","2021-01-11T18:38:31.000Z",
"Rocket League","Left Wing, Right Wing","https://www.trueachievements.com/a217747/left-wing-right-wing-achievement","25","46","1.87","Neo Tokyo","2021-01-11T15:21:37.000Z",
"Rocket League","SARPBC Forever","https://www.trueachievements.com/a212794/sarpbc-forever-achievement","25","44","1.78","","2021-01-11T15:12:32.000Z",
"Rocket League","Break Shot","https://www.trueachievements.com/a212789/break-shot-achievement","20","26","1.3","","2021-01-11T15:01:22.000Z",
"Batman: The Enemy Within - The Telltale Series","Riddle Me This","https://www.trueachievements.com/a237731/riddle-me-this-achievement","100","108","1.08","","2021-01-11T14:51:51.000Z",
"Rocket League","Icing the Cake","https://www.trueachievements.com/a217746/icing-the-cake-achievement","25","43","1.73","Neo Tokyo","2021-01-11T03:50:10.000Z",
"Rocket League","Trifecta","https://www.trueachievements.com/a223466/trifecta-achievement","25","31","1.27","AquaDome","2021-01-11T03:44:43.000Z",
"Batman: The Enemy Within - The Telltale Series","Made of Madness","https://www.trueachievements.com/a237730/made-of-madness-achievement","20","21","1.07","","2021-01-11T03:27:46.000Z",
"Batman: The Enemy Within - The Telltale Series","A Friend In Need","https://www.trueachievements.com/a237729/a-friend-in-need-achievement","20","21","1.05","","2021-01-11T01:22:15.000Z",
"Batman: The Enemy Within - The Telltale Series","Goodbye, Old Friend","https://www.trueachievements.com/a237728/goodbye-old-friend-achievement","20","21","1.05","","2021-01-11T00:42:52.000Z",
"Batman: The Enemy Within - The Telltale Series","New Game in Town","https://www.trueachievements.com/a237727/new-game-in-town-achievement","20","20","1.04","","2021-01-10T23:25:23.000Z",
"Bullet Beat","Endless Hell: 10 level","https://www.trueachievements.com/a318763/endless-hell-10-level-achievement","200","212","1.06","Title Update 2","2021-01-10T22:04:02.000Z",
"Bullet Beat","Endless Hell: 5 level","https://www.trueachievements.com/a318767/endless-hell-5-level-achievement","200","209","1.04","Title Update 2","2021-01-10T22:01:21.000Z",
"Bullet Beat","Endless Hell: 4 level","https://www.trueachievements.com/a318766/endless-hell-4-level-achievement","200","209","1.04","Title Update 2","2021-01-10T22:01:14.000Z",
"Bullet Beat","Endless Hell: 3 level","https://www.trueachievements.com/a318765/endless-hell-3-level-achievement","200","209","1.04","Title Update 2","2021-01-10T22:00:43.000Z",
"Bullet Beat","Endless Hell: 2  level","https://www.trueachievements.com/a318764/endless-hell-2--level-achievement","200","208","1.04","Title Update 2","2021-01-10T22:00:14.000Z",
"Bullet Beat","Combo 1000","https://www.trueachievements.com/a299520/combo-1000-achievement","120","123","1.03","","2021-01-10T16:21:28.000Z",
"Bullet Beat","Endless mode: 20 level","https://www.trueachievements.com/a313954/endless-mode-20-level-achievement","200","215","1.07","Title Update","2021-01-10T16:15:18.000Z",
"Bullet Beat","Endless mode: 15 level","https://www.trueachievements.com/a313956/endless-mode-15-level-achievement","150","160","1.07","Title Update","2021-01-10T16:14:00.000Z",
"Castle of no Escape 2","Fourth floor","https://www.trueachievements.com/a318795/fourth-floor-achievement","200","209","1.04","Title Update 2","2021-01-10T06:41:23.000Z",
"Mushroom Quest","6-pack #5","https://www.trueachievements.com/a290644/6pack-5-achievement","100","108","1.08","","2021-01-10T06:12:04.000Z",
"Mushroom Quest","6-pack #4","https://www.trueachievements.com/a290643/6pack-4-achievement","100","107","1.07","","2021-01-10T05:59:18.000Z",
"Mushroom Quest","Master of Green Buttons","https://www.trueachievements.com/a290639/master-of-green-buttons-achievement","100","105","1.05","","2021-01-10T05:49:33.000Z",
"Mushroom Quest","6-pack #3","https://www.trueachievements.com/a290642/6pack-3-achievement","100","105","1.05","","2021-01-10T05:25:05.000Z",
"Mushroom Quest","6-pack #2","https://www.trueachievements.com/a290641/6pack-2-achievement","100","102","1.02","","2021-01-10T04:52:33.000Z",
"Mushroom Quest","Master of Blue Buttons","https://www.trueachievements.com/a290638/master-of-blue-buttons-achievement","100","100","1","","2021-01-10T04:40:43.000Z",
"Mushroom Quest","6-pack","https://www.trueachievements.com/a290640/6pack-achievement","100","100","1","","2021-01-10T04:38:59.000Z",
"Mushroom Quest","Master of Red Buttons","https://www.trueachievements.com/a290637/master-of-red-buttons-achievement","100","100","1","","2021-01-10T04:38:13.000Z",
"Mushroom Quest","Crystal Hunter IV","https://www.trueachievements.com/a315753/crystal-hunter-iv-achievement","200","206","1.03","Title Update","2021-01-10T04:36:45.000Z",
"Mushroom Quest","Poor Mushroom","https://www.trueachievements.com/a315749/poor-mushroom-achievement","200","205","1.02","Title Update","2021-01-10T04:36:12.000Z",
"Mushroom Quest","Crystal Hunter III","https://www.trueachievements.com/a315752/crystal-hunter-iii-achievement","200","205","1.02","Title Update","2021-01-10T04:35:36.000Z",
"Mushroom Quest","Master of Boxes","https://www.trueachievements.com/a290636/master-of-boxes-achievement","100","100","1","","2021-01-10T04:35:01.000Z",
"Mushroom Quest","Crystal Hunter II","https://www.trueachievements.com/a315751/crystal-hunter-ii-achievement","200","205","1.02","Title Update","2021-01-10T04:34:40.000Z",
"Mushroom Quest","Crystal Hunter I","https://www.trueachievements.com/a315750/crystal-hunter-i-achievement","200","205","1.02","Title Update","2021-01-10T04:34:12.000Z",
"Mushroom Quest","First step","https://www.trueachievements.com/a290635/first-step-achievement","100","100","1","","2021-01-10T04:34:11.000Z",
"50 Years","Equality Church 3","https://www.trueachievements.com/a318775/equality-church-3-achievement","200","210","1.05","Title Update 2","2021-01-10T04:12:33.000Z",
"50 Years","Equality Church 2","https://www.trueachievements.com/a318234/equality-church-2-achievement","200","208","1.04","Title Update","2021-01-10T04:05:14.000Z",
"50 Years","Equality Church","https://www.trueachievements.com/a312404/equality-church-achievement","100","102","1.02","","2021-01-10T03:56:30.000Z",
"50 Years","Temple of Defenders 3","https://www.trueachievements.com/a318773/temple-of-defenders-3-achievement","200","209","1.04","Title Update 2","2021-01-10T03:53:37.000Z",
"50 Years","Temple of Defenders 2","https://www.trueachievements.com/a318232/temple-of-defenders-2-achievement","200","207","1.03","Title Update","2021-01-10T03:51:00.000Z",
"50 Years","Temple of Defenders","https://www.trueachievements.com/a312402/temple-of-defenders-achievement","100","102","1.02","","2021-01-10T03:46:29.000Z",
"50 Years","Legends of the Forest 3","https://www.trueachievements.com/a318777/legends-of-the-forest-3-achievement","200","209","1.04","Title Update 2","2021-01-10T03:42:08.000Z",
"50 Years","Legends of the Forest 2","https://www.trueachievements.com/a318236/legends-of-the-forest-2-achievement","200","207","1.03","Title Update","2021-01-10T03:39:24.000Z",
"50 Years","Legends of the Forest","https://www.trueachievements.com/a312406/legends-of-the-forest-achievement","100","101","1.01","","2021-01-10T03:39:12.000Z",
"50 Years","Victory","https://www.trueachievements.com/a312401/victory-achievement","100","105","1.05","","2021-01-10T03:06:04.000Z",
"50 Years","Legends of the miners 3","https://www.trueachievements.com/a318776/legends-of-the-miners-3-achievement","200","209","1.04","Title Update 2","2021-01-10T03:03:07.000Z",
"50 Years","Legends of the miners 2","https://www.trueachievements.com/a318235/legends-of-the-miners-2-achievement","200","207","1.03","Title Update","2021-01-10T02:58:36.000Z",
"50 Years","A tough year","https://www.trueachievements.com/a312400/a-tough-year-achievement","100","103","1.03","","2021-01-10T02:57:17.000Z",
"50 Years","Legends of the miners","https://www.trueachievements.com/a312405/legends-of-the-miners-achievement","100","101","1.01","","2021-01-10T02:56:05.000Z",
"50 Years","Pantheon of fat chickens 3","https://www.trueachievements.com/a318774/pantheon-of-fat-chickens-3-achievement","200","207","1.03","Title Update 2","2021-01-10T02:51:50.000Z",
"50 Years","The half","https://www.trueachievements.com/a312399/the-half-achievement","100","101","1.01","","2021-01-10T02:49:26.000Z",
"50 Years","Pantheon of fat chickens 2","https://www.trueachievements.com/a318233/pantheon-of-fat-chickens-2-achievement","200","205","1.02","Title Update","2021-01-10T02:48:28.000Z",
"50 Years","Pantheon of fat chickens","https://www.trueachievements.com/a312403/pantheon-of-fat-chickens-achievement","100","101","1.01","","2021-01-10T02:45:31.000Z",
"50 Years","What's in a dungeon?","https://www.trueachievements.com/a312397/whats-in-a-dungeon-achievement","100","100","1","","2021-01-10T02:39:56.000Z",
"50 Years","10 years","https://www.trueachievements.com/a312398/10-years-achievement","100","100","1","","2021-01-10T02:37:59.000Z",
"Pixel Gladiator","Rookie Defender","https://www.trueachievements.com/a315744/rookie-defender-achievement","200","203","1.01","Title Update","2021-01-10T00:32:46.000Z",
"Pixel Gladiator","Full pockets","https://www.trueachievements.com/a286122/full-pockets-achievement","100","127","1.27","","2021-01-09T23:42:15.000Z",
"Pixel Gladiator","Game Over","https://www.trueachievements.com/a315748/game-over-achievement","200","206","1.03","Title Update","2021-01-09T23:34:41.000Z",
"Pixel Gladiator","Jetpack","https://www.trueachievements.com/a315747/jetpack-achievement","200","212","1.06","Title Update","2021-01-09T23:27:47.000Z",
"Pixel Gladiator","Expert Defender","https://www.trueachievements.com/a315746/expert-defender-achievement","200","205","1.02","Title Update","2021-01-09T23:22:32.000Z",
"Pixel Gladiator","Advanced Defender","https://www.trueachievements.com/a315745/advanced-defender-achievement","200","205","1.02","Title Update","2021-01-09T23:21:01.000Z",
"Pixel Gladiator","Giant killer","https://www.trueachievements.com/a286117/giant-killer-achievement","100","129","1.29","","2021-01-09T23:19:22.000Z",
"Pixel Gladiator","Armorer","https://www.trueachievements.com/a286118/armorer-achievement","100","126","1.26","","2021-01-09T23:18:07.000Z",
"Pixel Gladiator","Mega mex","https://www.trueachievements.com/a286119/mega-mex-achievement","100","125","1.25","","2021-01-09T23:17:36.000Z",
"Pixel Gladiator","Cool guy","https://www.trueachievements.com/a286121/cool-guy-achievement","100","121","1.21","","2021-01-09T23:17:27.000Z",
"Pixel Gladiator","STAGE 3","https://www.trueachievements.com/a286116/stage-3-achievement","100","143","1.43","","2021-01-09T23:16:29.000Z",
"Pixel Gladiator","STAGE 2","https://www.trueachievements.com/a286115/stage-2-achievement","100","142","1.42","","2021-01-09T23:16:05.000Z",
"Pixel Gladiator","STAGE 1","https://www.trueachievements.com/a286114/stage-1-achievement","100","119","1.19","","2021-01-09T23:15:50.000Z",
"Pixel Gladiator","Wall builder","https://www.trueachievements.com/a286120/wall-builder-achievement","100","116","1.16","","2021-01-09T23:12:35.000Z",
"Pixel Gladiator","Magnate","https://www.trueachievements.com/a286123/magnate-achievement","100","135","1.35","","2021-01-09T23:12:12.000Z",
"Bullet Beat","Endless mode: 10 level","https://www.trueachievements.com/a313957/endless-mode-10-level-achievement","100","103","1.03","Title Update","2021-01-09T23:00:33.000Z",
"Bullet Beat","Endless mode: 5 level","https://www.trueachievements.com/a313959/endless-mode-5-level-achievement","50","51","1.02","Title Update","2021-01-09T22:59:05.000Z",
"Bullet Beat","Level 8-3","https://www.trueachievements.com/a299515/level-83-achievement","50","53","1.06","","2021-01-09T22:41:53.000Z",
"Bullet Beat","Level 8-2","https://www.trueachievements.com/a299516/level-82-achievement","50","52","1.05","","2021-01-09T22:37:41.000Z",
"Bullet Beat","Level 8-1","https://www.trueachievements.com/a299517/level-81-achievement","50","52","1.05","","2021-01-09T21:56:19.000Z",
"Bullet Beat","Level 7","https://www.trueachievements.com/a299518/level-7-achievement","90","94","1.05","","2021-01-09T21:42:14.000Z",
"Bullet Beat","Level 6","https://www.trueachievements.com/a299519/level-6-achievement","90","94","1.05","","2021-01-09T21:37:26.000Z",
"Bullet Beat","Combo 666","https://www.trueachievements.com/a313955/combo-666-achievement","200","206","1.03","Title Update","2021-01-09T21:36:31.000Z",
"Bullet Beat","Combo 500","https://www.trueachievements.com/a299521/combo-500-achievement","100","102","1.02","","2021-01-09T21:35:43.000Z",
"Bullet Beat","Combo 250","https://www.trueachievements.com/a313958/combo-250-achievement","200","205","1.02","Title Update","2021-01-09T21:34:38.000Z",
"Bullet Beat","Level 5","https://www.trueachievements.com/a299522/level-5-achievement","90","94","1.04","","2021-01-09T21:26:00.000Z",
"Bullet Beat","Level 4","https://www.trueachievements.com/a299523/level-4-achievement","90","93","1.04","","2021-01-09T21:23:46.000Z",
"Bullet Beat","Level 3","https://www.trueachievements.com/a299524/level-3-achievement","90","92","1.03","","2021-01-09T21:18:47.000Z",
"Bullet Beat","Level 2","https://www.trueachievements.com/a299525/level-2-achievement","90","92","1.02","","2021-01-09T21:16:06.000Z",
"Bullet Beat","Combo 100","https://www.trueachievements.com/a313960/combo-100-achievement","100","101","1.01","Title Update","2021-01-09T21:15:51.000Z",
"Bullet Beat","Level 1","https://www.trueachievements.com/a299526/level-1-achievement","90","90","1.01","","2021-01-09T21:08:45.000Z",
"Halo: The Master Chief Collection","Arrival","https://www.trueachievements.com/a193159/arrival-achievement","5","10","2.11","","2021-01-09T07:22:02.000Z",
"Halo: The Master Chief Collection","Skulltaker Halo: CE: Iron","https://www.trueachievements.com/a193170/skulltaker-halo-ce-iron-achievement","5","11","2.26","","2021-01-09T07:10:39.000Z",
"Streets of Rogue","Adapting to City Life","https://www.trueachievements.com/a276750/adapting-to-city-life-achievement","15","19","1.32","","2021-01-09T06:24:07.000Z",
"Streets of Rogue","Didn't Skip the Tutorial","https://www.trueachievements.com/a276749/didnt-skip-the-tutorial-achievement","15","15","1.02","","2021-01-09T06:06:20.000Z",
"Castle of no Escape 2","Third floor","https://www.trueachievements.com/a318794/third-floor-achievement","200","210","1.05","Title Update 2","2021-01-09T05:54:37.000Z",
"Castle of no Escape 2","Second floor","https://www.trueachievements.com/a318793/second-floor-achievement","200","206","1.03","Title Update 2","2021-01-09T05:46:57.000Z",
"Castle of no Escape 2","Great hero","https://www.trueachievements.com/a314343/great-hero-achievement","200","205","1.02","Title Update","2021-01-09T05:46:43.000Z",
"Castle of no Escape 2","I love money","https://www.trueachievements.com/a314342/i-love-money-achievement","200","205","1.02","Title Update","2021-01-09T05:46:35.000Z",
"Castle of no Escape 2","I know the way","https://www.trueachievements.com/a292484/i-know-the-way-achievement","50","72","1.44","","2021-01-09T05:45:21.000Z",
"Castle of no Escape 2","Hunter","https://www.trueachievements.com/a314344/hunter-achievement","200","203","1.01","Title Update","2021-01-09T05:44:47.000Z",
"Castle of no Escape 2","I didn't do nothing!","https://www.trueachievements.com/a292491/i-didnt-do-nothing-achievement","25","35","1.42","","2021-01-09T05:44:14.000Z",
"Castle of no Escape 2","Armor 2.0","https://www.trueachievements.com/a292494/armor-20-achievement","50","62","1.25","","2021-01-09T05:44:13.000Z",
"Castle of no Escape 2","Phantom gold","https://www.trueachievements.com/a292482/phantom-gold-achievement","50","72","1.45","","2021-01-09T05:43:28.000Z",
"Castle of no Escape 2","Reincarnated millionaire","https://www.trueachievements.com/a292490/reincarnated-millionaire-achievement","50","72","1.44","","2021-01-09T05:43:03.000Z",
"Castle of no Escape 2","Fifth floor","https://www.trueachievements.com/a318796/fifth-floor-achievement","200","210","1.05","Title Update 2","2021-01-09T05:41:14.000Z",
"Castle of no Escape 2","I didn't do nothing! Seriously!","https://www.trueachievements.com/a292492/i-didnt-do-nothing-seriously-achievement","25","36","1.44","","2021-01-09T05:40:29.000Z",
"Castle of no Escape 2","What's next?","https://www.trueachievements.com/a292495/whats-next-achievement","50","62","1.24","","2021-01-09T05:39:32.000Z",
"Castle of no Escape 2","Friendship wins","https://www.trueachievements.com/a292496/friendship-wins-achievement","50","71","1.43","","2021-01-09T05:39:15.000Z",
"Castle of no Escape 2","Who needs a shield?","https://www.trueachievements.com/a292486/who-needs-a-shield-achievement","50","72","1.44","","2021-01-09T05:39:01.000Z",
"Castle of no Escape 2","Sixth floor","https://www.trueachievements.com/a318797/sixth-floor-achievement","200","207","1.03","Title Update 2","2021-01-09T05:38:51.000Z",
"Castle of no Escape 2","666 kills","https://www.trueachievements.com/a292493/666-kills-achievement","50","72","1.44","","2021-01-09T05:38:49.000Z",
"Castle of no Escape 2","Girlizard","https://www.trueachievements.com/a292498/girlizard-achievement","50","73","1.46","","2021-01-09T05:37:49.000Z",
"Castle of no Escape 2","Who needs an armor?","https://www.trueachievements.com/a292485/who-needs-an-armor-achievement","50","73","1.46","","2021-01-09T05:37:30.000Z",
"Castle of no Escape 2","I kinda like this place","https://www.trueachievements.com/a292489/i-kinda-like-this-place-achievement","50","71","1.43","","2021-01-09T05:37:03.000Z",
"Castle of no Escape 2","Untouchable","https://www.trueachievements.com/a292488/untouchable-achievement","50","73","1.47","","2021-01-09T05:36:41.000Z",
"Castle of no Escape 2","Cheap plastic imitation","https://www.trueachievements.com/a292487/cheap-plastic-imitation-achievement","50","67","1.35","","2021-01-09T05:36:39.000Z",
"Castle of no Escape 2","Greatest Explorer","https://www.trueachievements.com/a314345/greatest-explorer-achievement","200","201","1","Title Update","2021-01-09T05:34:46.000Z",
"Castle of no Escape 2","Explorer","https://www.trueachievements.com/a314346/explorer-achievement","200","201","1","Title Update","2021-01-09T05:34:44.000Z",
"Castle of no Escape 2","Papers of pain","https://www.trueachievements.com/a292502/papers-of-pain-achievement","50","73","1.46","","2021-01-09T05:34:43.000Z",
"Castle of no Escape 2","Bits and bites","https://www.trueachievements.com/a292501/bits-and-bites-achievement","50","72","1.45","","2021-01-09T05:34:42.000Z",
"Castle of no Escape 2","Face controller","https://www.trueachievements.com/a292500/face-controller-achievement","50","73","1.46","","2021-01-09T05:34:40.000Z",
"Castle of no Escape 2","Ears of ash","https://www.trueachievements.com/a292499/ears-of-ash-achievement","50","73","1.46","","2021-01-09T05:34:38.000Z",
"Castle of no Escape 2","What's that horn for?","https://www.trueachievements.com/a292497/whats-that-horn-for-achievement","50","72","1.45","","2021-01-09T05:34:37.000Z",
"Castle of no Escape 2","Fast legs","https://www.trueachievements.com/a292483/fast-legs-achievement","50","72","1.44","","2021-01-09T05:34:36.000Z",
"Castle of no Escape","Reach the 6th floor","https://www.trueachievements.com/a314615/reach-the-6th-floor-achievement","200","203","1.01","Title Update","2021-01-09T05:30:04.000Z",
"Castle of no Escape","Reach the 5th floor","https://www.trueachievements.com/a314614/reach-the-5th-floor-achievement","200","204","1.02","Title Update","2021-01-09T05:28:22.000Z",
"Castle of no Escape","Reach the 4th floor","https://www.trueachievements.com/a314613/reach-the-4th-floor-achievement","200","205","1.02","Title Update","2021-01-09T05:28:10.000Z",
"Castle of no Escape","I know the way","https://www.trueachievements.com/a290764/i-know-the-way-achievement","100","121","1.21","","2021-01-09T05:27:42.000Z",
"Castle of no Escape","Untouchable","https://www.trueachievements.com/a290760/untouchable-achievement","100","126","1.26","","2021-01-09T05:27:14.000Z",
"Castle of no Escape","Vulgar Latin","https://www.trueachievements.com/a318798/vulgar-latin-achievement","200","204","1.02","Title Update 2","2021-01-09T05:26:50.000Z",
"Castle of no Escape","Pool drinker","https://www.trueachievements.com/a318800/pool-drinker-achievement","200","209","1.04","Title Update 2","2021-01-09T05:26:44.000Z",
"Castle of no Escape","What's next?","https://www.trueachievements.com/a290761/whats-next-achievement","100","120","1.2","","2021-01-09T05:25:18.000Z",
"Castle of no Escape","Papers of pain","https://www.trueachievements.com/a290758/papers-of-pain-achievement","100","126","1.26","","2021-01-09T05:24:49.000Z",
"Castle of no Escape","Reach the 3rd floor","https://www.trueachievements.com/a314612/reach-the-3rd-floor-achievement","200","204","1.02","Title Update","2021-01-09T05:24:28.000Z",
"Castle of no Escape","Reach the 2nd floor","https://www.trueachievements.com/a314611/reach-the-2nd-floor-achievement","200","203","1.01","Title Update","2021-01-09T05:24:16.000Z",
"Castle of no Escape","Bits and bites","https://www.trueachievements.com/a290757/bits-and-bites-achievement","100","123","1.23","","2021-01-09T05:24:06.000Z",
"Castle of no Escape","Friendship wins","https://www.trueachievements.com/a290759/friendship-wins-achievement","100","125","1.25","","2021-01-09T05:23:27.000Z",
"Castle of no Escape","How about a weapon?","https://www.trueachievements.com/a290763/how-about-a-weapon-achievement","100","102","1.02","","2021-01-09T05:23:24.000Z",
"Castle of no Escape","Anything inside?","https://www.trueachievements.com/a318799/anything-inside-achievement","200","208","1.04","Title Update 2","2021-01-09T05:23:24.000Z",
"Castle of no Escape","Flare Hunter","https://www.trueachievements.com/a318802/flare-hunter-achievement","200","204","1.02","Title Update 2","2021-01-09T05:23:07.000Z",
"Castle of no Escape","How about an armor?","https://www.trueachievements.com/a290762/how-about-an-armor-achievement","100","101","1.01","","2021-01-09T05:22:55.000Z",
"Castle of no Escape","Gold Hunter","https://www.trueachievements.com/a318801/gold-hunter-achievement","200","204","1.02","Title Update 2","2021-01-09T05:22:44.000Z",
"Castle of no Escape","I didn't do nothing!","https://www.trueachievements.com/a290765/i-didnt-do-nothing-achievement","100","102","1.02","","2021-01-09T05:22:29.000Z",
"Castle of no Escape","Face controller","https://www.trueachievements.com/a290756/face-controller-achievement","100","120","1.2","","2021-01-09T05:22:14.000Z",
"Dark Grim Mariupolis","Master of Random","https://www.trueachievements.com/a318779/master-of-random-achievement","200","213","1.06","Title Update 2","2021-01-09T05:01:01.000Z",
"Dark Grim Mariupolis","Kiryats","https://www.trueachievements.com/a318781/kiryats-achievement","200","209","1.04","Title Update 2","2021-01-09T04:56:53.000Z",
"Dark Grim Mariupolis","Sergio talker","https://www.trueachievements.com/a318780/sergio-talker-achievement","200","209","1.04","Title Update 2","2021-01-09T04:54:23.000Z",
"Dark Grim Mariupolis","Master of the Cube","https://www.trueachievements.com/a318782/master-of-the-cube-achievement","200","213","1.06","Title Update 2","2021-01-09T04:53:04.000Z",
"Dark Grim Mariupolis","Report","https://www.trueachievements.com/a318778/report-achievement","200","208","1.04","Title Update 2","2021-01-09T04:51:28.000Z",
"Dark Grim Mariupolis","Chief Talker","https://www.trueachievements.com/a318238/chief-talker-achievement","200","205","1.02","Title Update","2021-01-09T04:48:35.000Z",
"Dark Grim Mariupolis","Priest Talker","https://www.trueachievements.com/a318241/priest-talker-achievement","200","205","1.02","Title Update","2021-01-09T04:48:24.000Z",
"Dark Grim Mariupolis","Tamer of Vikings","https://www.trueachievements.com/a318239/tamer-of-vikings-achievement","200","202","1.01","Title Update","2021-01-09T04:47:03.000Z",
"Dark Grim Mariupolis","Dinosaur Talker","https://www.trueachievements.com/a318237/dinosaur-talker-achievement","200","204","1.02","Title Update","2021-01-09T04:45:28.000Z",
"Dark Grim Mariupolis","Escape the room","https://www.trueachievements.com/a318240/escape-the-room-achievement","200","204","1.02","Title Update","2021-01-09T00:43:30.000Z",
"Dark Grim Mariupolis","Bad Trip","https://www.trueachievements.com/a310681/bad-trip-achievement","100","100","1","","2021-01-09T00:39:03.000Z",
"Dark Grim Mariupolis","Berserker's Rage","https://www.trueachievements.com/a310690/berserkers-rage-achievement","100","110","1.1","","2021-01-09T00:36:52.000Z",
"Dark Grim Mariupolis","Bretteur","https://www.trueachievements.com/a310689/bretteur-achievement","100","107","1.07","","2021-01-09T00:36:24.000Z",
"Dark Grim Mariupolis","Thor's Hammer","https://www.trueachievements.com/a310686/thors-hammer-achievement","100","108","1.08","","2021-01-09T00:35:48.000Z",
"Dark Grim Mariupolis","Tamer of Cats","https://www.trueachievements.com/a310687/tamer-of-cats-achievement","100","108","1.08","","2021-01-09T00:34:44.000Z",
"Dark Grim Mariupolis","Inner Harmony","https://www.trueachievements.com/a310688/inner-harmony-achievement","100","109","1.09","","2021-01-09T00:34:18.000Z",
"Dark Grim Mariupolis","True Detective","https://www.trueachievements.com/a310685/true-detective-achievement","100","109","1.09","","2021-01-09T00:33:14.000Z",
"Dark Grim Mariupolis","All ingenious is simple","https://www.trueachievements.com/a310684/all-ingenious-is-simple-achievement","100","108","1.08","","2021-01-09T00:32:20.000Z",
"Dark Grim Mariupolis","Roboengineer","https://www.trueachievements.com/a310683/roboengineer-achievement","100","106","1.06","","2021-01-09T00:32:03.000Z",
"Dark Grim Mariupolis","Ooo... Orange?","https://www.trueachievements.com/a310682/ooo-orange-achievement","100","102","1.02","","2021-01-09T00:30:27.000Z",
"The Explorer Of Night","Upward","https://www.trueachievements.com/a318792/upward-achievement","200","201","1","Title Update 2","2021-01-08T22:54:07.000Z",
"The Explorer Of Night","Fourth level","https://www.trueachievements.com/a318791/fourth-level-achievement","200","204","1.02","Title Update 2","2021-01-08T22:53:40.000Z",
"The Explorer Of Night","Block tricks","https://www.trueachievements.com/a318790/block-tricks-achievement","200","204","1.02","Title Update 2","2021-01-08T22:50:18.000Z",
"The Explorer Of Night","Through the waterfall","https://www.trueachievements.com/a318789/through-the-waterfall-achievement","200","203","1.01","Title Update 2","2021-01-08T22:45:28.000Z",
"The Explorer Of Night","Third level","https://www.trueachievements.com/a318788/third-level-achievement","200","202","1.01","Title Update 2","2021-01-08T22:43:25.000Z",
"The Explorer Of Night","Block movement","https://www.trueachievements.com/a315326/block-movement-achievement","200","202","1.01","Title Update","2021-01-08T22:42:49.000Z",
"The Explorer Of Night","Second level","https://www.trueachievements.com/a315323/second-level-achievement","200","201","1","Title Update","2021-01-08T22:39:57.000Z",
"The Explorer Of Night","Over the platform","https://www.trueachievements.com/a315322/over-the-platform-achievement","200","201","1","Title Update","2021-01-08T22:39:54.000Z",
"The Explorer Of Night","First dangers","https://www.trueachievements.com/a315325/first-dangers-achievement","200","201","1","Title Update","2021-01-08T22:39:03.000Z",
"The Explorer Of Night","Climb a ladder","https://www.trueachievements.com/a315324/climb-a-ladder-achievement","200","201","1","Title Update","2021-01-08T22:38:53.000Z",
"The Explorer Of Night","Get out of hypnosis","https://www.trueachievements.com/a304654/get-out-of-hypnosis-achievement","100","132","1.32","","2021-01-08T22:32:13.000Z",
"The Explorer Of Night","Secret ending","https://www.trueachievements.com/a304656/secret-ending-achievement","200","264","1.32","","2021-01-08T22:28:52.000Z",
"The Explorer Of Night","Survive the rain","https://www.trueachievements.com/a304653/survive-the-rain-achievement","50","65","1.3","","2021-01-08T22:28:38.000Z",
"The Explorer Of Night","Fix the platform","https://www.trueachievements.com/a304652/fix-the-platform-achievement","50","65","1.3","","2021-01-08T22:27:44.000Z",
"The Explorer Of Night","Pike killer","https://www.trueachievements.com/a304651/pike-killer-achievement","60","77","1.28","","2021-01-08T22:27:21.000Z",
"The Explorer Of Night","Swim across the swamps","https://www.trueachievements.com/a304650/swim-across-the-swamps-achievement","50","64","1.28","","2021-01-08T22:27:14.000Z",
"The Explorer Of Night","You are not in charge now!","https://www.trueachievements.com/a304649/you-are-not-in-charge-now-achievement","50","63","1.26","","2021-01-08T22:26:38.000Z",
"The Explorer Of Night","Complete the game","https://www.trueachievements.com/a304655/complete-the-game-achievement","50","65","1.31","","2021-01-08T22:23:08.000Z",
"The Explorer Of Night","Blow something up!","https://www.trueachievements.com/a304648/blow-something-up-achievement","50","62","1.25","","2021-01-08T22:22:43.000Z",
"The Explorer Of Night","Find the key","https://www.trueachievements.com/a304647/find-the-key-achievement","50","62","1.25","","2021-01-08T22:20:25.000Z",
"The Explorer Of Night","As fast as possible","https://www.trueachievements.com/a304646/as-fast-as-possible-achievement","50","62","1.25","","2021-01-08T22:20:18.000Z",
